exchange,universe,strategy,kama_p,tsmom_p,btc_ma_p,return,sharpe,mdd,trades
binance_futures,top10,or_loose,20,30,50,88.326278289858,1.0106200713472062,-0.614294535915589,672
binance_futures,top20,buy_hold,5,90,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,buy_hold,10,60,30,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,buy_hold,20,30,50,7.3783498574932205,0.714702930361188,-0.7666956183209539,1
binance_futures,top20,kama_only,5,90,30,5.733373463020145,0.5752324328760795,-0.9629944040157514,2086
binance_futures,top20,kama_only,10,60,30,33.291852574294765,0.7292202754259006,-0.9298796150026166,1225
binance_futures,top20,kama_only,20,30,50,12.863036947473889,0.7337653929646551,-0.9566839481558914,889
binance_futures,top20,tsmom_only,5,90,30,0.239530654691155,0.36760427168599524,-0.877647459310842,258
binance_futures,top20,tsmom_only,10,60,30,12.810654109941845,0.7557711901788715,-0.835301853211176,365
binance_futures,top20,tsmom_only,20,30,50,43.68382743479251,0.8234085851210693,-0.8516350267710816,707
binance_futures,top20,kama_or_tsmom,5,90,30,0.6861246941634228,0.4074278414943285,-0.9489417082034683,994
binance_futures,top20,kama_or_tsmom,10,60,30,4.13689712792793,0.5959456822767606,-0.8560457982145792,657
binance_futures,top20,kama_or_tsmom,20,30,50,2.898268098078798,0.5550475383474093,-0.9103579770572794,677
binance_futures,top20,kama_and_tsmom,5,90,30,0.8937061565759971,0.4233205617824242,-0.9123619628602776,1248
binance_futures,top20,kama_and_tsmom,10,60,30,1.9387271747013248,0.5016907195252643,-0.9333889113164563,901
binance_futures,top20,kama_and_tsmom,20,30,50,246.19057544918837,0.9191438116074225,-0.9190078075312147,797
binance_futures,top20,or_loose,5,90,30,7.5596506513290445,0.7350823268963093,-0.7926838621856745,1992
binance_futures,top20,or_loose,10,60,30,12.823149153434086,0.8435039589532904,-0.7530423087313479,1638
binance_futures,top20,or_loose,20,30,50,58.82643741538956,1.0050066053723135,-0.6745823869256071,960
